"flagged","Flag_1","Flag_2","Contextual","Veracity","Rebuttal","Lingual.overlap","Content.overlap","text_y","quote_tweets","date","favorites","retweets","day","id","replies","fraud","won","ballots"
"N","","",0,0,0,0,0,"A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand! https://t.co/N28yIoRsm5",17000,"2020-11-26 20:42:45",145048,31529,"2020-11-26",1332062259078720000,12409,1,0,0
"N","","",0,0,0,0,0,"Will go down much further. Weekend daytime even worse, dead. They still don’t get it. Fantastic alternatives! The late/great Roger Ailes is seriously missed, but I still won LEGAL VOTES by a lot!!! https://t.co/rm0ygRnW3S",15000,"2020-11-26 20:53:41",114106,21303,"2020-11-26",1332065010135280128,12267,0,1,0
"N","","",0,0,0,0,0,"So much TRUTH! https://t.co/zdVj5Dnwnb",11000,"2020-11-26 20:56:44",125237,23149,"2020-11-26",1332065775990040064,8391,0,0,0
"N","","",0,0,0,0,0,"A brilliant woman of courage! https://t.co/2hFos1Uwen",18000,"2020-11-26 20:58:58",177381,31732,"2020-11-26",1332066337833819904,18801,0,0,0
"N","","",0,0,0,0,0,"A must read. Impossible for Biden to have overcome these, and even greater, odds! https://t.co/cmYFY0va6p",66000,"2020-11-27 2:53:19",191085,52982,"2020-11-27",1332155514386599936,32592,0,0,0
"Y","Election officials have certified Joe Biden as the winner of the U.S. Presidential election","",0,1,2,1,0,"I gave a long news conference today after wishing the military a Happy Thanksgiving, &amp; realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!",87000,"2020-11-27 3:49:54",274247,59077,"2020-11-27",1332169753004219904,45237,1,1,0
"N","","",0,0,0,0,0,"Twitter is sending out totally false “Trends” that have absolutely nothing to do with what is really trending in the world. They make it up, and only negative “stuff”. Same thing will happen to Twitter as is happening to @FoxNews daytime. Also, big Conservative discrimination!",118000,"2020-11-27 4:06:45",267630,56539,"2020-11-27",1332173996134200064,58390,0,0,0
"N","","",0,0,0,0,0,"For purposes of National Security, Section 230 must be immediately terminated!!!",166,"2020-11-27 4:11:22",402784,79394,"2020-11-27",1332175155104250112,79153,0,0,0
"N","","",0,0,0,0,0,"REPORT: Biden’s Thanksgiving Day Address gets just 1000 views online, a record low. Observers say a candidate with “80,000,000” votes would get many more online viewers. Numbers don’t lie, or add up! @OANN",82000,"2020-11-27 13:36:17",252891,53039,"2020-11-27",1332317320191069952,49272,0,0,0
"N","","",0,0,0,0,0,"“President Trump nominates record number of Federal Judges.” @OANN",15000,"2020-11-27 13:36:22",195398,27882,"2020-11-27",1332317341359739904,7935,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"BIG NEWS: Pennsylvania Poll Watcher: USB Drives uploaded to machines, gave Biden thousands of votes. Says 47 USB Drives are now missing. EVERY UPLOAD GAVE BIDEN 50,000 VOTES. @OANN",101000,"2020-11-27 13:36:23",253400,73075,"2020-11-27",1332317347722500096,30662,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!",97000,"2020-11-27 13:36:34",277136,73437,"2020-11-27",1332317394165969920,22079,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"No, the 2020 Election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help David and Kelly, two GREAT people. Otherwise we are playing right into the hands of some very sick people. I will be in Georgia on Saturday! https://t.co/1ziqFq9S6O",38000,"2020-11-27 14:58:02",139741,33998,"2020-11-27",1332337895584260096,19649,1,1,0
"N","","",0,0,0,0,0,"Yesterday’s news conference being broadcast in full now on @Newsmax. Enjoy!",18000,"2020-11-27 15:03:16",210472,33894,"2020-11-27",1332339212004290048,16423,0,0,0
"N","","",0,0,0,0,0,"All newly rebuilt military! https://t.co/EFwUReJgcD",26000,"2020-11-27 15:28:14",147857,27826,"2020-11-27",1332345494903859968,9041,0,0,0
"N","","",0,0,0,0,0,"So much truth! https://t.co/KGBQDEPEkV",76000,"2020-11-27 15:31:43",194626,40965,"2020-11-27",1332346370800450048,21856,0,0,0
"Y","This claim about election fraud is disputed","",0,1,0,0,1,"Big Tech and the Fake News Media have partnered to Suppress. Freedom of the Press is gone, a thing of the past. That’s why they refuse to report the real facts and figures of the 2020 Election or even, where’s Hunter! https://t.co/8lRglItLJt",64000,"2020-11-27 15:45:35",151716,44092,"2020-11-27",1332349861774159872,18655,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"Biden can only enter the White House as President if he can prove that his ridiculous “80,000,000 votes” were not fraudulently or illegally obtained. When you see what happened in Detroit, Atlanta, Philadelphia &amp; Milwaukee, massive voter fraud, he’s got a big unsolvable problem!",271000,"2020-11-27 15:56:13",386189,91739,"2020-11-27",1332352538855749888,154501,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Biden did poorly in big cities (Politico), except those of Detroit (more votes than people!), Philadelphia, Atlanta and Milwaukee, which he had to win. Not surprisingly, they are all located in the most important swing states, and are long known for being politically corrupt!",79000,"2020-11-27 19:35:28",258923,57003,"2020-11-27",1332407714304110080,64230,1,0,0
"N","","",0,0,0,0,0,"The restaurant business is being absolutely decimated. Congress should step up and help. Time is of the essence!",68000,"2020-11-27 23:55:37",338059,53845,"2020-11-27",1332473183677669888,38590,0,0,0
"N","","",0,0,0,0,0,"Rudy Giuliani will be on Greg Kelly Reports. 7:15 P.M. @newsmax",19000,"2020-11-28 0:13:23",177496,24032,"2020-11-28",1332477653685829888,27842,0,0,0
"Y","Election officials have certified Joe Biden as the winner of the U.S. Presidential election","",0,1,1,0,1,"The 1,126,940 votes were created out of thin air. I won Pennsylvania by a lot, perhaps more than anyone will ever know. The Pennsylvania votes were RIGGED. All other swing states also. The world is watching! https://t.co/zmnk34Ny23",126,"2020-11-28 5:09:56",264054,73949,"2020-11-28",1332552283553479936,78458,1,1,0
"N","","",0,0,0,0,0,"So much credit to all of the brave men and women in state houses who are defending our great Constitution. Thank you!",61000,"2020-11-28 15:49:03",441616,66499,"2020-11-28",1332713121413210112,41122,0,0,0
"N","","",0,0,0,0,0,"Alan Dershowitz: Trump was ‘Absolutely Right‘ to Pardon Michael Flynn https://t.co/nMGOgOM9PP via @BreitbartNews",25000,"2020-11-28 18:35:11",144114,26936,"2020-11-28",1332754929778370048,14861,0,0,0
"N","","",0,0,0,0,0,".@FoxNews daytime is virtually unwatchable, especially during the weekends. Watch @OANN, @newsmax, or almost anything else. You won’t have to suffer through endless interviews with Democrats, and even worse!",68000,"2020-11-28 19:48:23",239517,47532,"2020-11-28",1332773351018939904,30499,0,0,0
"N","","",0,0,0,0,0,"The Wisconsin recount is not about finding mistakes in the count, it is about finding people who have voted illegally, and that case will be brought after the recount is over, on Monday or Tuesday. We have found many illegal votes. Stay tuned!",68000,"2020-11-28 20:00:08",275956,60749,"2020-11-28",1332776310196879872,32729,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Specific allegations were made, and we have massive proof, in the Pennsylvania case. Some people just don’t want to see it. They want nothing to do with saving our Country. Sad!!!",81000,"2020-11-28 20:10:35",292532,61150,"2020-11-28",1332778938121200128,56735,1,0,0
"N","","",0,0,0,0,0,"The number of ballots that our Campaign is challenging in the Pennsylvania case is FAR LARGER than the 81,000 vote margin. It’s not even close. Fraud and illegality ARE a big part of the case. Documents being completed. We will appeal!",71000,"2020-11-28 20:49:26",350717,69239,"2020-11-28",1332788716818010112,70375,1,0,0
"N","","",0,0,0,0,0,"Will be doing an interview with @MariaBartiromo at 10:00 A.M. on @FoxNews. Enjoy!",26000,"2020-11-29 14:00:29",190458,24618,"2020-11-29",1333048188224359936,31349,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"We have some big things happening in our various litigations on the Election Hoax. Everybody knows it was Rigged. They know Biden didn’t get more votes from the Black community than Obama, &amp; certainly didn’t get 80,000,000 votes. Look what happened in Detroit, Philadelphia, plus!",8000,"2020-11-30 0:34:38",277880,61001,"2020-11-30",1333207778643630080,47922,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,".@60Minutes never asked us for a comment about their ridiculous, one sided story on election security, which is an international joke. Our 2020 Election, from poorly rated Dominion to a Country FLOODED with unaccounted for Mail-In ballots, was probably our least secure EVER!",45000,"2020-11-30 1:05:11",189842,42808,"2020-11-30",1333215466022729984,30494,0,0,1
"N","","",0,0,0,0,0,"Get well soon! https://t.co/B0seiO84ld",7000,"2020-11-30 1:14:45",184889,24297,"2020-11-30",1333217873758650112,25905,0,0,0
"N","","",0,0,0,0,0,"GREAT NEWS! Is Fake News @60Minutes watching this? https://t.co/v9T2MUmGss",19000,"2020-11-30 1:25:50",125069,25543,"2020-11-30",1333220661670579968,14081,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"“Democrats suffered crushing down-ballot loss across America.” @nytimes. This is true. All statehouses won, and in Washington we did great. So I led this great charge, and I’m the only one that lost? No, it doesn’t work that way. This was a massive fraud, a RIGGED ELECTION!",85000,"2020-11-30 2:55:44",268984,60703,"2020-11-30",1333243285389910016,38480,1,1,0
"N","","",0,0,0,0,0,"NO WAY WE LOST THIS ELECTION! https://t.co/orOXBaR8uE",159000,"2020-11-30 3:05:16",303842,61699,"2020-11-30",1333245684011640064,91260,NA,1,0
"N","","",0,0,0,0,0,"I’m not fighting for me, I’m fighting for the 74,000,000 million people (not including the many Trump ballots that were “tossed”), a record for a sitting President, who voted for me!",148000,"2020-11-30 13:41:43",496088,84459,"2020-11-30",1333405854297629952,80494,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"Why won’t Governor @BrianKempGA, the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state....",64000,"2020-11-30 13:59:51",194596,46674,"2020-11-30",1333410418119859968,45019,1,1,0
"N","","",0,0,0,0,0,"Moderna now applying for Emergency Vaccine Approval.. @US_FDA MUST ACT QUICKLY!!!  “Operation Warp Speed has been a great modern day miracle.”",23000,"2020-11-30 14:46:39",164659,25780,"2020-11-30",1333422192261009920,17529,0,0,0
"N","","",0,0,0,0,0,"Trump legal team in Arizona and on @OANN now. Big “stuff”. Enjoy!",29000,"2020-11-30 17:12:42",224550,35740,"2020-11-30",1333458950038109952,24794,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,".@OANN  WOW, total election corruption in Arizona. Hearing on now! Why isn’t @FoxNews covering the Arizona hearings?",83000,"2020-11-30 17:34:35",250145,54745,"2020-11-30",1333464453778710016,45641,0,0,0
"N","","",0,0,0,0,0,"Why is he rushing to put a Democrat in office, especially when so many horrible things concerning voter fraud are being revealed at the hearing going on right now. @OANN What is going on with @dougducey? Republicans will long remember! https://t.co/XILGaHcyw7",37000,"2020-11-30 23:39:19",93921,25675,"2020-11-30",1333556242984430080,17117,1,0,0
"N","","",0,0,0,0,0,"TRUE! https://t.co/GaldE1fto5",21000,"2020-11-30 23:40:10",136961,27590,"2020-11-30",1333556458575820032,9706,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"...And there are many such articles. Rigged Election! https://t.co/P8scMauhcI",12000,"2020-11-30 23:46:53",91750,22108,"2020-11-30",1333558147512999936,8687,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Arizona hearings on live right now on @OANN. Such total corruption. So sad for our country!",37000,"2020-11-30 23:49:22",225635,39427,"2020-11-30",1333558773152160000,34493,0,0,0
"N","","",0,0,0,0,0,"Donald Trump Calls In to Arizona Voter Fraud Hearing: We‘re Fighting Back https://t.co/pzDS6YnwSf via @BreitbartNews. A very inspiring hearing. Such great support from both witnesses to election fraud and political leaders!",17000,"2020-12-01 3:13:58",118000,23951,"2020-12-01",1333610260381179904,10751,1,0,0
"N","","",0,0,0,0,0,"Thank you! A lot of Senators and House Members are very happy that I came along. Think I’ll stick around for awhile! https://t.co/stOYWuAJ13",37000,"2020-12-01 3:32:04",197844,35832,"2020-12-01",1333614815533819904,15046,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Not statistically possible. Rigged Election! https://t.co/Yw8roUTJhy",17000,"2020-12-01 3:33:24",112396,24229,"2020-12-01",1333615151904399872,9084,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Only in America! https://t.co/s0sS1eYXJy",14000,"2020-12-01 3:37:29",115693,23491,"2020-12-01",1333616180154789888,8889,1,0,0
"N","","",0,0,0,0,0,"A judge in Nevada has ordered Clark County officials to allow an inspection of the elections equipment and sealed containers used in the 2020 election by 1:00 P.M. tomorrow. @RichardGrenell @AdamLaxalt @mschlapp",48000,"2020-12-01 5:03:39",244040,53160,"2020-12-01",1333637865255920128,32267,0,0,0
"Y","This claim about election fraud is disputed","Election officials have certified Joe Biden as the winner of the U.S. Presidential election",0,1,1,1,0,"We won Michigan by a lot! https://t.co/D6inAewQxP",42000,"2020-12-01 13:59:36",174254,38780,"2020-12-01",1333772740483030016,20655,0,1,0
"N","","",0,0,0,0,0,"“The president was RIGHT when he said get the kids back in school—Now Dr. Fauci says, 'You know what, I'm looking at the data—the kids should be in school.'"" @kilmeade 
https://t.co/2FtrIcqO1B",19000,"2020-12-01 14:19:01",93044,22577,"2020-12-01",1333777626222170112,7251,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"Hope everybody is watching @OANN right now. Other media afraid to show. People are coming forward like never before. Large truck carrying hundreds of thousands of fraudulent (FAKE) ballots to a voting center? TERRIBLE - SAVE AMERICA!",55000,"2020-12-01 19:31:28",207415,51028,"2020-12-01",1333856259662080000,28172,1,0,0
"N","","",0,0,0,0,0,"Michigan voter fraud hearing going on now!",37000,"2020-12-01 19:34:37",282968,37772,"2020-12-01",1333857049294340096,34596,1,0,0
"N","","",0,0,0,0,0,"LIVE NOW! Press Conference by Amistad Project: “Election Whistleblowers Come Forward”
https://t.co/Yjh1GsxGvS",18000,"2020-12-01 19:40:48",111035,26807,"2020-12-01",1333858605179810048,14980,0,0,0
"N","","",0,0,0,0,0,"Jesse Morgan—a truck driver (subcontractor) with USPS in PENNSYLVANIA...https://t.co/EFxXZnQCUS",55000,"2020-12-01 20:49:11",148739,46972,"2020-12-01",1333875814585280000,23470,1,0,0
"N","","",0,0,0,0,0,".@RealDrGina — Good luck on your new show tonight on @RealAmVoice at 7:00 P.M. Eastern. I know it will be a big hit! https://t.co/3g5fDYX6TR",683,"2020-12-01 23:55:55",73977,14134,"2020-12-01",1333922807869280000,8998,0,0,0
"N","","",0,0,0,0,0,"Section 230, which is a liability shielding gift from the U.S. to “Big Tech” (the only companies in America that have it - corporate welfare!), is a serious threat to our National Security &amp; Election Integrity. Our Country can never be safe &amp; secure if we allow it to stand.....",79000,"2020-12-02 2:45:03",246723,57515,"2020-12-02",1333965375193619968,67215,0,0,0
"N","","",0,0,0,0,0,"Suppression Media! https://t.co/zYlVKeb7oK",22000,"2020-12-02 3:00:16",120075,33229,"2020-12-02",1333969204412869888,9097,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"Rigged Election. Show signatures and envelopes. Expose the massive voter fraud in Georgia. What is Secretary of State and @BrianKempGA afraid of. They know what we’ll find!!! https://t.co/Km7tRm2s1A",38000,"2020-12-02 3:27:15",105084,26701,"2020-12-02",1333975991518190080,23341,1,0,0
"N","","",0,0,0,0,0,"Pardon investigation is Fake News!",64000,"2020-12-02 3:40:02",287757,44672,"2020-12-02",1333979211745339904,52798,0,0,0
"N","","",0,0,0,0,0,"The Fake News refuses to report this! https://t.co/OvsdLJQL4u",18000,"2020-12-02 4:07:35",109856,30154,"2020-12-02",1333986142157499904,9741,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"Big voter fraud hearings today in the Great State of Michigan. This election is a far bigger scandal (FRAUD!) than anyone would have thought - not even close. Watch today!",52000,"2020-12-02 15:19:42",229617,50234,"2020-12-02",1334155285909410048,25019,1,0,0
"N","","",0,0,0,0,0,"Thank you to @SenTomCotton for the really nice words on all we are doing, and have done. We will win!",29000,"2020-12-02 15:38:55",231316,35812,"2020-12-02",1334160124085149952,20757,0,1,0
"N","","",0,0,0,0,0,"Will be going to Georgia for a big Trump Rally in support of our two great Republican Senators, David and Kelly. They are fantastic people who love their Country and love their State. We must work hard and be sure they win. #USA",42000,"2020-12-02 16:34:14",222204,40334,"2020-12-02",1334174044984399872,37082,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"Statement by Donald J. Trump, The President of the United States

Full Video: https://t.co/EHqzsLbbJG https://t.co/Eu4IsLNsKD",295000,"2020-12-02 20:56:29",310731,91571,"2020-12-02",1334240039639940096,118896,1,0,0
"N","","",0,0,0,0,0,"HAPPENING NOW! @OANN https://t.co/JPWQNISItN",962,"2020-12-02 23:32:27",107266,19146,"2020-12-02",1334279292700780032,8671,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"In Arizona, it turns out that 3% of the votes cast in the 100 count vote sampling were tainted or worse. This would be, if carried forward, approximately 90,000 votes more than we would need to win the State. Now we were granted a much larger sample to work with. Wow!",65000,"2020-12-02 23:43:50",260460,59961,"2020-12-02",1334282156349270016,38559,1,0,0
"N","","",0,0,0,0,0,"Looks like certain Republican Senators are getting cold feet with respect to the termination of Big Tech’s Section 230, a National Security and Election Integrity MUST. For years, all talk, no action. Termination must be put in Defense Bill!!!",5000,"2020-12-03 15:17:36",197581,44132,"2020-12-03",1334517145288529920,16286,0,0,0
"N","","",0,0,0,0,0,"The “Republican” Governor of Georgia, @BrianKempGA, and the Secretary of State, MUST immediately allow a signature verification match on the Presidential Election. If that happens, we quickly and easily win the State and importantly, pave the way for a big David and Kelly WIN!",3000,"2020-12-03 15:31:39",161940,37450,"2020-12-03",1334520681212630016,18445,1,0,0
"N","","",0,0,0,0,0,"Georgia hearings now on @OANN. Amazing!",15000,"2020-12-03 16:09:07",169417,26852,"2020-12-03",1334530110238700032,16046,0,0,0
"N","","",0,0,0,0,0,"Thank you to Representative Mo Brooks!",1000,"2020-12-03 16:25:17",192240,21443,"2020-12-03",1334534181314030080,12301,0,0,0
"N","","",0,0,0,0,0,"Wow! Blockbuster testimony taking place right now in Georgia. Ballot stuffing by Dems when Republicans were forced to leave the large counting room. Plenty more coming, but this alone leads to an easy win of the State!",67000,"2020-12-03 19:01:39",227889,54616,"2020-12-03",1334573529107460096,36339,1,1,0
"N","","",0,0,0,0,0,"Congratulations @CoachLouHoltz88! https://t.co/QJFg3TwrUE",16000,"2020-12-03 20:21:18",110019,19352,"2020-12-03",1334593576777489920,8873,0,0,0
"N","","",0,0,0,0,0,"“Pro-Biden effort offered Native Americans $25-$500 Visa gift cards and jewelry to vote” https://t.co/nNDcrhIgSX",46000,"2020-12-03 20:50:04",105396,34360,"2020-12-03",1334600813327610112,16398,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"“Dominion contractor at Detroit counting center says thousands of ballots were scanned multiple times” https://t.co/8LuOw5DYJE",42000,"2020-12-03 21:11:47",142842,43550,"2020-12-03",1334606278388280064,17072,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"“Nevada 'fraud': 1,500 ‘dead’ voters, 42,248 voted ‘multiple times,’ RV camps as 'homes'” https://t.co/lBpB89tA3I",37000,"2020-12-03 21:32:41",129760,38194,"2020-12-03",1334611537688809984,17269,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"“Nevada Court Hears Of USPS Witness Obstruction, Flawed Machine Inspections, And Deceased Voters” https://t.co/wuwzplRyFY",23000,"2020-12-03 21:57:03",111242,29718,"2020-12-03",1334617669316849920,14796,1,0,0
"N","","",0,0,0,0,0,"Governor @dougducey of Arizona hired a lawyer today. Wouldn’t allowing a strong check of ballots, which would be easier and so much better for our Country, be easier on him and the great State of Arizona?",42000,"2020-12-04 1:15:47",183688,41659,"2020-12-04",1334667685536410112,21654,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"People in Georgia got caught cold bringing in massive numbers of ballots and putting them in “voting” machines. Great job @BrianKempGA!",71000,"2020-12-04 1:28:26",271424,60904,"2020-12-04",1334670866051980032,40302,1,0,0
"N","","",0,0,0,0,0,"The best way to insure a @KLoeffler and @sendavidperdue VICTORY is to allow signature checks in the Presidential race, which will insure a Georgia Presidential win (very few votes are needed, many will be found). Spirits will soar and everyone will rush out and VOTE! @BrianKempGA",42000,"2020-12-04 4:09:56",170738,39417,"2020-12-04",1334711509977609984,30037,1,0,0
"N","","",0,0,0,0,0,"Very sadly for our Nation, it looks like Senator @JimInhofe will not be putting the Section 230 termination clause into the Defense Bill. So bad for our National Security and Election Integrity. Last chance to ever get it done. I will VETO!",65000,"2020-12-04 4:37:16",206710,43173,"2020-12-04",1334718387583379968,33616,0,0,0
"N","","",0,0,0,0,0,"But doesn’t get rid of Big Tech’s windfall, Section 230, a grave threat to National Security. I will VETO! https://t.co/QI7BfNc7hb",27000,"2020-12-04 5:57:19",99742,22648,"2020-12-04",1334738533635010048,16952,0,0,0
"N","","",0,0,0,0,0,"@JimInhofe What good is having a very expensive National Defense Authorization Act if Big Tech can run circles around you and the security of our Country? End Section 230 now! #NDAA",434,"2020-12-04 6:04:27",12483,4617,"2020-12-04",1334740327643709952,957,0,0,0
"N","","",0,0,0,0,0,"A great person who did a fantastic job. Thank you Alyssa! https://t.co/TEWiYEGnJO",354,"2020-12-04 13:04:32",86348,12645,"2020-12-04",1334846048536320000,3519,0,0,0
"N","","",0,0,0,0,0,"Big Rally Saturday Night in Georgia!!!",42000,"2020-12-04 13:05:26",241838,37479,"2020-12-04",1334846272164029952,21566,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Whistleblowers reveal that the USPS is responsible for tampering with hundreds of thousands of ballots. @OANN  This long time Democrat stronghold got rid of massive numbers, especially in swing states, during and before delivery of the ballots. Well documented evidence!",43000,"2020-12-04 13:14:30",162654,41998,"2020-12-04",1334848556176379904,24307,0,0,1
"N","","",0,0,0,0,0,"A provision is in the NDAA for the renaming, or even desecration, of National Monuments in National Parks. This is not what our Country wants!",22000,"2020-12-04 13:53:41",127585,25087,"2020-12-04",1334858416523780096,9675,0,0,0
"N","","",0,0,0,0,0,"GET TOUGH REPUBLICANS!",57000,"2020-12-04 13:54:38",279657,45859,"2020-12-04",1334858653455810048,19346,0,0,0
"N","","",0,0,0,0,0,"RIGGED ELECTION!",124000,"2020-12-04 13:55:25",350997,58471,"2020-12-04",1334858852337070080,52305,1,0,0
"N","","",0,0,0,0,0,"MAKE AMERICA GREAT AGAIN!",84000,"2020-12-04 13:56:00",369790,54318,"2020-12-04",1334858997367770112,50711,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"The only thing more RIGGED than the 2020 Presidential Election is the FAKE NEWS SUPPRESSED MEDIA. No matter how big or important the story, if it is even slightly positive for “us”, or negative for “them”, it will not be reported!",77000,"2020-12-04 19:54:47",248555,57895,"2020-12-04",1334949289160740096,32240,1,0,0
"N","","",0,0,0,0,0,"STOCK MARKET REACHES NEW ALL-TIME HIGH!",55000,"2020-12-04 22:41:57",278860,35222,"2020-12-04",1334991357144940032,41490,0,0,0
"N","","",0,0,0,0,0,"Watch @SeanHannity tonight at 9:00 P.M. Eastern — story on Voter Fraud!",14000,"2020-12-04 22:42:57",124057,20758,"2020-12-04",1334991611403640064,15876,1,0,0
"N","","",0,0,0,0,0,"See you tomorrow night at 7PM, Valdosta, Georgia! https://t.co/Or9WioLiVk",24000,"2020-12-04 23:23:53",122587,25144,"2020-12-04",1335001911460839936,15849,0,0,0
"N","","",0,0,0,0,0,"See you tonight at 7PM, Georgia! https://t.co/gMYtLGGqzI",36000,"2020-12-05 16:32:33",169039,30963,"2020-12-05",1335260785510149888,20206,0,0,0
"N","","",0,0,0,0,0,"I will easily &amp; quickly win Georgia if Governor @BrianKempGA or the Secretary of State permit a simple signature verification. Has not been done and will show large scale discrepancies. Why are these two “Republicans” saying no? If we win Georgia, everything else falls in place!",77000,"2020-12-05 17:02:08",247557,53847,"2020-12-05",1335268230206720000,61146,0,1,0
"N","","",0,0,0,0,0,"25, wow! I am surprised there are so many. We have just begun to fight. Please send me a list of the 25 RINOS. I read the Fake News Washington Post as little as possible! https://t.co/cEBM0bYuQ9",6000,"2020-12-05 17:54:15",141720,35232,"2020-12-05",1335281344302099968,43382,0,0,0
"N","","",0,0,0,0,0,"But you never got the signature verification! Your people are refusing to do what you ask. What are they hiding? At least immediately ask for a Special Session of the Legislature. That you can easily, and immediately, do. #Transparency https://t.co/h73ZfjrDt3",39000,"2020-12-05 21:35:04",132352,36643,"2020-12-05",1335336916582080000,19636,0,0,0
"N","","",0,0,0,0,0,"Leaving for Georgia now.
 See you soon!",39000,"2020-12-05 22:04:57",284011,28000,"2020-12-05",1335344435048049920,27991,0,0,0
"N","","",0,0,0,0,0,"Between Governor @DougDucey of Arizona and Governor @BrianKempGA of Georgia, the Democrat Party could not be happier. They fight harder against us than do the Radical Left Dems. If they were with us, we would have already won both Arizona and Georgia...",37000,"2020-12-05 22:33:32",161551,35679,"2020-12-05",1335351629810289920,50133,0,1,0
"N","","",0,0,0,0,0,"Register to vote before Monday 12/7. Register now on https://t.co/bFJXEeKHLV, then request your absentee ballot before 12/31 - do it TODAY, and return your ballot the same day you get it. If you aren’t planning to vote by mail, vote early in person, or vote on Election Day! https://t.co/mGnORcriXw",18000,"2020-12-06 2:38:00",96922,20961,"2020-12-06",1335413152146550016,10701,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you want revenge on the Democrats for their efforts to steal the Presidential election, where we are fighting hard, you have to show up and vote in RECORD numbers! https://t.co/XAJ0F2JmeL",47000,"2020-12-06 2:40:28",166748,41785,"2020-12-06",1335413770139549952,19800,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"***Live Updates*** Trump Holds Georgia Rally for Sens. Loeffler, Perdue https://t.co/Z6XZYeCO16 via @BreitbartNews. A great evening in beautiful Georgia!",720,"2020-12-06 5:45:48",54232,10083,"2020-12-06",1335460410267490048,3487,0,0,0
"N","","",0,0,0,0,0,"Thank you Christina! https://t.co/0ADausqhat",558,"2020-12-06 5:49:58",92254,11912,"2020-12-06",1335461462312150016,3089,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"Fraudulent result! https://t.co/vrp8SidOc8",660,"2020-12-06 5:54:54",62036,11633,"2020-12-06",1335462704006490112,3142,1,0,0
"N","","",0,0,0,0,0,"Thank you! https://t.co/X7gFdH8fqW",414,"2020-12-06 5:55:57",64515,10305,"2020-12-06",1335462968084090112,2041,0,0,0
"N","","",0,0,0,0,0,"Great job Dan. People are watching! https://t.co/5SiKOq3HoQ",439,"2020-12-06 6:01:16",65144,10843,"2020-12-06",1335464302766149888,2665,0,0,0
"N","","",0,0,0,0,0,"Thank you Matt! https://t.co/yPqsdzytu4",896,"2020-12-06 6:11:37",107332,13370,"2020-12-06",1335466908192270080,5491,0,0,0
"N","","",0,0,0,0,0,"And getting a total pass from the media! https://t.co/LyQBuhJq46",12000,"2020-12-06 6:15:55",98205,20183,"2020-12-06",1335467992419889920,9568,0,0,0
"N","","",0,0,0,0,0,".@FoxNews daytime is not watchable. In a class with CNN &amp; MSDNC. Check out @OANN, @newsmax and others that are picking up the slack. Even a boring football game, kneeling and all, is better!",45000,"2020-12-06 18:49:13",177607,32107,"2020-12-06",1335657565733210112,26393,0,0,0
